company_id,row_type,employeesTrend_year,employeesTrend_value
5156,employeesTrend,2022,439
5156,employeesTrend,2023,490
5156,employeesTrend,2024,467
5156,employeesTrend,2025,
5156,employeesTrend,,467
5157,employeesTrend,2013,
5157,employeesTrend,2014,
5157,employeesTrend,2015,
5157,employeesTrend,2016,
5157,employeesTrend,2017,
5157,employeesTrend,2018,2
5157,employeesTrend,2019,2
5157,employeesTrend,2020,3
5157,employeesTrend,2021,
5157,employeesTrend,2022,
5157,employeesTrend,2023,
5157,employeesTrend,2024,
5157,employeesTrend,2025,
5157,employeesTrend,,3
5158,employeesTrend,2008,
5158,employeesTrend,2009,
5158,employeesTrend,2010,
5158,employeesTrend,2011,
5158,employeesTrend,2012,
5158,employeesTrend,2013,
5158,employeesTrend,2014,
5158,employeesTrend,2015,
5158,employeesTrend,2016,
5158,employeesTrend,2017,
5158,employeesTrend,2018,246
5158,employeesTrend,2019,316
5158,employeesTrend,2020,307
5158,employeesTrend,2021,327
5158,employeesTrend,2022,583
5158,employeesTrend,2023,519
5158,employeesTrend,2024,516
5158,employeesTrend,2025,
5158,employeesTrend,,516
5159,employeesTrend,2016,3
5159,employeesTrend,2017,6
5159,employeesTrend,2018,7
5159,employeesTrend,2019,5
5159,employeesTrend,2020,6
5159,employeesTrend,2021,6
5159,employeesTrend,2022,7
5159,employeesTrend,2023,7
5159,employeesTrend,2024,6
5159,employeesTrend,2025,
5159,employeesTrend,,6
5160,employeesTrend,2021,2
5160,employeesTrend,2022,2
5160,employeesTrend,2023,2
5160,employeesTrend,2024,2
5160,employeesTrend,2025,
5160,employeesTrend,,2
5161,employeesTrend,2020,5
5161,employeesTrend,2021,11
5161,employeesTrend,2022,15
5161,employeesTrend,2023,16
5161,employeesTrend,2024,18
5161,employeesTrend,2025,
5161,employeesTrend,,18
5162,employeesTrend,2016,10
5162,employeesTrend,2017,12
5162,employeesTrend,2018,10
5162,employeesTrend,2019,12
5162,employeesTrend,2020,17
5162,employeesTrend,2021,13
5162,employeesTrend,2022,11
5162,employeesTrend,2023,7
5162,employeesTrend,2024,4
5162,employeesTrend,2025,
5162,employeesTrend,,4
5163,employeesTrend,2022,5
5163,employeesTrend,2023,10
5163,employeesTrend,2024,10
5163,employeesTrend,2025,
5163,employeesTrend,,10
5164,employeesTrend,2023,6
5164,employeesTrend,2024,
5164,employeesTrend,2025,
5164,employeesTrend,,6
5165,employeesTrend,2015,
5165,employeesTrend,2016,
5165,employeesTrend,2017,
5165,employeesTrend,2018,7
5165,employeesTrend,2019,7
5165,employeesTrend,2020,5
5165,employeesTrend,2021,6
5165,employeesTrend,2022,10
5165,employeesTrend,2023,11
5165,employeesTrend,2024,10
5165,employeesTrend,2025,
5165,employeesTrend,,10
5166,employeesTrend,2022,1
5166,employeesTrend,2023,1
5166,employeesTrend,2024,
5166,employeesTrend,2025,
5166,employeesTrend,,1
5167,employeesTrend,2021,2
5167,employeesTrend,2022,4
5167,employeesTrend,2023,10
5167,employeesTrend,2024,18
5167,employeesTrend,2025,
5167,employeesTrend,,18
5168,employeesTrend,2018,6
5168,employeesTrend,2019,
5168,employeesTrend,2020,
5168,employeesTrend,2021,
5168,employeesTrend,2022,
5168,employeesTrend,2023,
5168,employeesTrend,2024,
5168,employeesTrend,2025,
5168,employeesTrend,,6
5169,employeesTrend,2013,
5169,employeesTrend,2014,
5169,employeesTrend,2015,
5169,employeesTrend,2016,173
5169,employeesTrend,2017,194
5169,employeesTrend,2018,367
5169,employeesTrend,2019,468
5169,employeesTrend,2020,594
5169,employeesTrend,2021,681
5169,employeesTrend,2022,953
5169,employeesTrend,2023,839
5169,employeesTrend,2024,849
5169,employeesTrend,2025,
5169,employeesTrend,,849
5170,employeesTrend,2024,3
5170,employeesTrend,2025,
5170,employeesTrend,,3
5171,employeesTrend,2023,6
5171,employeesTrend,2024,
5171,employeesTrend,2025,
5171,employeesTrend,,6
5172,employeesTrend,2024,1
5172,employeesTrend,2025,
5172,employeesTrend,,1
5173,employeesTrend,2013,
5173,employeesTrend,2014,
5173,employeesTrend,2015,
5173,employeesTrend,2016,
5173,employeesTrend,2017,
5173,employeesTrend,2018,66
5173,employeesTrend,2019,78
5173,employeesTrend,2020,81
5173,employeesTrend,2021,98
5173,employeesTrend,2022,120
5173,employeesTrend,2023,119
5173,employeesTrend,2024,115
5173,employeesTrend,2025,
5173,employeesTrend,,115
5174,employeesTrend,2023,13
5174,employeesTrend,2024,10
5174,employeesTrend,2025,
5174,employeesTrend,,10
5175,employeesTrend,2007,
5175,employeesTrend,2008,
5175,employeesTrend,2009,
5175,employeesTrend,2010,
5175,employeesTrend,2011,
5175,employeesTrend,2012,
5175,employeesTrend,2013,
5175,employeesTrend,2014,
5175,employeesTrend,2015,
5175,employeesTrend,2016,
5175,employeesTrend,2017,
5175,employeesTrend,2018,
5175,employeesTrend,2019,30
5175,employeesTrend,2020,40
5175,employeesTrend,2021,58
5175,employeesTrend,2022,62
5175,employeesTrend,2023,69
5175,employeesTrend,2024,92
5175,employeesTrend,2025,
5175,employeesTrend,,92
5176,employeesTrend,2018,10
5176,employeesTrend,2019,23
5176,employeesTrend,2020,25
5176,employeesTrend,2021,43
5176,employeesTrend,2022,82
5176,employeesTrend,2023,66
5176,employeesTrend,2024,64
5176,employeesTrend,2025,
5176,employeesTrend,,64
5177,employeesTrend,2023,6
5177,employeesTrend,2024,5
5177,employeesTrend,2025,
5177,employeesTrend,,5
5178,employeesTrend,2023,4
5178,employeesTrend,2024,
5178,employeesTrend,2025,
5178,employeesTrend,,4
5179,employeesTrend,2011,
5179,employeesTrend,2012,
5179,employeesTrend,2013,
5179,employeesTrend,2014,
5179,employeesTrend,2015,
5179,employeesTrend,2016,
5179,employeesTrend,2017,
5179,employeesTrend,2018,362
5179,employeesTrend,2019,533
5179,employeesTrend,2020,529
5179,employeesTrend,2021,534
5179,employeesTrend,2022,529
5179,employeesTrend,2023,462
5179,employeesTrend,2024,457
5179,employeesTrend,2025,
5179,employeesTrend,,457
5180,employeesTrend,2015,
5180,employeesTrend,2016,7
5180,employeesTrend,2017,8
5180,employeesTrend,2018,5
5180,employeesTrend,2019,4
5180,employeesTrend,2020,3
5180,employeesTrend,2021,3
5180,employeesTrend,2022,3
5180,employeesTrend,2023,3
5180,employeesTrend,2024,3
5180,employeesTrend,2025,
5180,employeesTrend,,3
5181,employeesTrend,2018,11
5181,employeesTrend,2019,10
5181,employeesTrend,2020,11
5181,employeesTrend,2021,17
5181,employeesTrend,2022,17
5181,employeesTrend,2023,30
5181,employeesTrend,2024,45
5181,employeesTrend,2025,
5181,employeesTrend,,45
5182,employeesTrend,2020,2
5182,employeesTrend,2021,
5182,employeesTrend,2022,3
5182,employeesTrend,2023,3
5182,employeesTrend,2024,3
5182,employeesTrend,2025,
5182,employeesTrend,,3
5183,employeesTrend,2019,5
5183,employeesTrend,2020,6
5183,employeesTrend,2021,9
5183,employeesTrend,2022,7
5183,employeesTrend,2023,4
5183,employeesTrend,2024,
5183,employeesTrend,2025,
5183,employeesTrend,,4
5184,employeesTrend,2015,31
5184,employeesTrend,2016,
5184,employeesTrend,2017,
5184,employeesTrend,2018,2
5184,employeesTrend,2019,2
5184,employeesTrend,2020,1
5184,employeesTrend,2021,9
5184,employeesTrend,2022,7
5184,employeesTrend,2023,8
5184,employeesTrend,2024,7
5184,employeesTrend,2025,
5184,employeesTrend,,7
5185,employeesTrend,2017,
5185,employeesTrend,2018,
5185,employeesTrend,2019,13
5185,employeesTrend,2020,23
5185,employeesTrend,2021,58
5185,employeesTrend,2022,88
5185,employeesTrend,2023,92
5185,employeesTrend,2024,124
5185,employeesTrend,2025,
5185,employeesTrend,,124
5186,employeesTrend,2024,5
5186,employeesTrend,2025,
5186,employeesTrend,,5
5187,employeesTrend,2024,10
5187,employeesTrend,2025,
5187,employeesTrend,,10
5188,employeesTrend,2019,4
5188,employeesTrend,2020,7
5188,employeesTrend,2021,12
5188,employeesTrend,2022,11
5188,employeesTrend,2023,10
5188,employeesTrend,2024,10
5188,employeesTrend,2025,
5188,employeesTrend,,10
5189,employeesTrend,2020,2
5189,employeesTrend,2021,
5189,employeesTrend,2022,
5189,employeesTrend,2023,
5189,employeesTrend,2024,
5189,employeesTrend,2025,
5189,employeesTrend,,2
5190,employeesTrend,2023,60
5190,employeesTrend,2024,53
5190,employeesTrend,2025,
5190,employeesTrend,,53
5191,employeesTrend,2023,23
5191,employeesTrend,2024,21
5191,employeesTrend,2025,
5191,employeesTrend,,21
5192,employeesTrend,2023,3
5192,employeesTrend,2024,4
5192,employeesTrend,2025,
5192,employeesTrend,,4
5193,employeesTrend,2020,
5193,employeesTrend,2021,
5193,employeesTrend,2022,313
5193,employeesTrend,2023,312
5193,employeesTrend,2024,314
5193,employeesTrend,2025,
5193,employeesTrend,,314
5194,employeesTrend,2021,2
5194,employeesTrend,2022,19
5194,employeesTrend,2023,24
5194,employeesTrend,2024,40
5194,employeesTrend,2025,
5194,employeesTrend,,40
5195,employeesTrend,2022,11
5195,employeesTrend,2023,6
5195,employeesTrend,2024,11
5195,employeesTrend,2025,
5195,employeesTrend,,11
5196,employeesTrend,2018,6
5196,employeesTrend,2019,11
5196,employeesTrend,2020,14
5196,employeesTrend,2021,25
5196,employeesTrend,2022,23
5196,employeesTrend,2023,39
5196,employeesTrend,2024,47
5196,employeesTrend,2025,
5196,employeesTrend,,47
5197,employeesTrend,2020,6
5197,employeesTrend,2021,
5197,employeesTrend,2022,
5197,employeesTrend,2023,2
5197,employeesTrend,2024,
5197,employeesTrend,2025,
5197,employeesTrend,,2
5198,employeesTrend,2019,4
5198,employeesTrend,2020,10
5198,employeesTrend,2021,16
5198,employeesTrend,2022,8
5198,employeesTrend,2023,6
5198,employeesTrend,2024,6
5198,employeesTrend,2025,
5198,employeesTrend,,6
5199,employeesTrend,2016,
5199,employeesTrend,2017,
5199,employeesTrend,2018,
5199,employeesTrend,2019,6
5199,employeesTrend,2020,5
5199,employeesTrend,2021,
5199,employeesTrend,2022,
5199,employeesTrend,2023,7
5199,employeesTrend,2024,7
5199,employeesTrend,2025,
5199,employeesTrend,,7
5200,employeesTrend,2022,3
5200,employeesTrend,2023,4
5200,employeesTrend,2024,7
5200,employeesTrend,2025,
5200,employeesTrend,,7
5201,employeesTrend,2020,2
5201,employeesTrend,2021,11
5201,employeesTrend,2022,20
5201,employeesTrend,2023,21
5201,employeesTrend,2024,21
5201,employeesTrend,2025,
5201,employeesTrend,,21
5202,employeesTrend,2022,4
5202,employeesTrend,2023,12
5202,employeesTrend,2024,20
5202,employeesTrend,2025,
5202,employeesTrend,,20
5203,employeesTrend,2022,6
5203,employeesTrend,2023,4
5203,employeesTrend,2024,6
5203,employeesTrend,2025,
5203,employeesTrend,,6
5204,employeesTrend,2024,1
5204,employeesTrend,2025,
5204,employeesTrend,,1
5205,employeesTrend,2024,4
5205,employeesTrend,2025,
5205,employeesTrend,,4
5206,employeesTrend,2019,2
5206,employeesTrend,2020,3
5206,employeesTrend,2021,
5206,employeesTrend,2022,2
5206,employeesTrend,2023,4
5206,employeesTrend,2024,6
5206,employeesTrend,2025,
5206,employeesTrend,,6
5207,employeesTrend,2020,1
5207,employeesTrend,2021,
5207,employeesTrend,2022,
5207,employeesTrend,2023,1
5207,employeesTrend,2024,1
5207,employeesTrend,2025,
5207,employeesTrend,,1
5208,employeesTrend,2016,
5208,employeesTrend,2017,
5208,employeesTrend,2018,48
5208,employeesTrend,2019,115
5208,employeesTrend,2020,340
5208,employeesTrend,2021,766
5208,employeesTrend,2022,1419
5208,employeesTrend,2023,1123
5208,employeesTrend,2024,1279
5208,employeesTrend,2025,
5209,employeesTrend,2024,5
5209,employeesTrend,2025,
5209,employeesTrend,,5
5210,employeesTrend,2018,6
5210,employeesTrend,2019,11
5210,employeesTrend,2020,13
5210,employeesTrend,2021,11
5210,employeesTrend,2022,12
5210,employeesTrend,2023,8
5210,employeesTrend,2024,6
5210,employeesTrend,2025,
5210,employeesTrend,,6
5208,employeesTrend,,1279
5211,employeesTrend,2021,14
5211,employeesTrend,2022,
5211,employeesTrend,2023,
5211,employeesTrend,2024,
5211,employeesTrend,2025,
5211,employeesTrend,,14
5212,employeesTrend,2018,
5212,employeesTrend,2019,
5212,employeesTrend,2020,3
5212,employeesTrend,2021,
5212,employeesTrend,2022,8
5212,employeesTrend,2023,12
5212,employeesTrend,2024,12
5212,employeesTrend,2025,
5212,employeesTrend,,12
5213,employeesTrend,2019,15
5213,employeesTrend,2020,27
5213,employeesTrend,2021,31
5213,employeesTrend,2022,
5213,employeesTrend,2023,45
5213,employeesTrend,2024,34
5213,employeesTrend,2025,
5213,employeesTrend,,34
5214,employeesTrend,2015,
5214,employeesTrend,2016,
5214,employeesTrend,2017,
5214,employeesTrend,2018,17
5214,employeesTrend,2019,12
5214,employeesTrend,2020,7
5214,employeesTrend,2021,11
5214,employeesTrend,2022,
5214,employeesTrend,2023,5
5214,employeesTrend,2024,5
5214,employeesTrend,2025,
5214,employeesTrend,,5
5215,employeesTrend,2018,11
5215,employeesTrend,2019,17
5215,employeesTrend,2020,13
5215,employeesTrend,2021,13
5215,employeesTrend,2022,16
5215,employeesTrend,2023,14
5215,employeesTrend,2024,15
5215,employeesTrend,2025,
5215,employeesTrend,,15
5216,employeesTrend,2022,3
5216,employeesTrend,2023,
5216,employeesTrend,2024,
5216,employeesTrend,2025,
5216,employeesTrend,,3
5217,employeesTrend,2024,12
5217,employeesTrend,2025,
5217,employeesTrend,,12
5218,employeesTrend,2018,11
5218,employeesTrend,2019,13
5218,employeesTrend,2020,19
5218,employeesTrend,2021,
5218,employeesTrend,2022,37
5218,employeesTrend,2023,31
5218,employeesTrend,2024,23
5218,employeesTrend,2025,
5218,employeesTrend,,23
5219,employeesTrend,2021,4
5219,employeesTrend,2022,26
5219,employeesTrend,2023,38
5219,employeesTrend,2024,39
5219,employeesTrend,2025,
5219,employeesTrend,,39
5220,employeesTrend,2021,4
5220,employeesTrend,2022,
5220,employeesTrend,2023,
5220,employeesTrend,2024,
5220,employeesTrend,2025,
5220,employeesTrend,,4
5221,employeesTrend,2020,
5221,employeesTrend,2021,
5221,employeesTrend,2022,61
5221,employeesTrend,2023,75
5221,employeesTrend,2024,84
5221,employeesTrend,2025,
5221,employeesTrend,,84
5222,employeesTrend,2018,2
5222,employeesTrend,2019,2
5222,employeesTrend,2020,2
5222,employeesTrend,2021,2
5222,employeesTrend,2022,2
5222,employeesTrend,2023,3
5222,employeesTrend,2024,3
5222,employeesTrend,2025,
5222,employeesTrend,,3
5223,employeesTrend,2018,
5223,employeesTrend,2019,26
5223,employeesTrend,2020,58
5223,employeesTrend,2021,220
5223,employeesTrend,2022,499
5223,employeesTrend,2023,646
5223,employeesTrend,2024,721
5223,employeesTrend,2025,
5223,employeesTrend,,721
5224,employeesTrend,2019,36
5224,employeesTrend,2020,34
5224,employeesTrend,2021,
5224,employeesTrend,2022,45
5224,employeesTrend,2023,44
5224,employeesTrend,2024,45
5224,employeesTrend,2025,
5224,employeesTrend,,45
5225,employeesTrend,2018,5
5225,employeesTrend,2019,7
5225,employeesTrend,2020,11
5225,employeesTrend,2021,13
5225,employeesTrend,2022,19
5225,employeesTrend,2023,22
5225,employeesTrend,2024,28
5225,employeesTrend,2025,
5225,employeesTrend,,28
5226,employeesTrend,2016,
5226,employeesTrend,2017,
5226,employeesTrend,2018,90
5226,employeesTrend,2019,226
5226,employeesTrend,2020,427
5226,employeesTrend,2021,
5226,employeesTrend,2022,1400
5226,employeesTrend,2023,1463
5226,employeesTrend,2024,1654
5226,employeesTrend,2025,
5226,employeesTrend,,1654
5227,employeesTrend,2018,4
5227,employeesTrend,2019,4
5227,employeesTrend,2020,1
5227,employeesTrend,2021,1
5227,employeesTrend,2022,
5227,employeesTrend,2023,1
5227,employeesTrend,2024,
5227,employeesTrend,2025,
5227,employeesTrend,,1
5228,employeesTrend,2019,18
5228,employeesTrend,2020,20
5228,employeesTrend,2021,18
5228,employeesTrend,2022,26
5228,employeesTrend,2023,58
5228,employeesTrend,2024,49
5228,employeesTrend,2025,
5228,employeesTrend,,49
5229,employeesTrend,2021,6
5229,employeesTrend,2022,
5229,employeesTrend,2023,
5229,employeesTrend,2024,
5229,employeesTrend,2025,
5229,employeesTrend,,6
5230,employeesTrend,2019,8
5230,employeesTrend,2020,8
5230,employeesTrend,2021,
5230,employeesTrend,2022,13
5230,employeesTrend,2023,5
5230,employeesTrend,2024,3
5230,employeesTrend,2025,
5230,employeesTrend,,3
5231,employeesTrend,2024,3
5231,employeesTrend,2025,
5231,employeesTrend,,3
5232,employeesTrend,2017,127
5232,employeesTrend,2018,159
5232,employeesTrend,2019,179
5232,employeesTrend,2020,151
5232,employeesTrend,2021,147
5232,employeesTrend,2022,174
5232,employeesTrend,2023,186
5232,employeesTrend,2024,177
5232,employeesTrend,2025,
5232,employeesTrend,,177
5233,employeesTrend,2018,8
5233,employeesTrend,2019,10
5233,employeesTrend,2020,10
5233,employeesTrend,2021,10
5233,employeesTrend,2022,17
5233,employeesTrend,2023,18
5233,employeesTrend,2024,16
5233,employeesTrend,2025,
5233,employeesTrend,,16
5234,employeesTrend,2024,5
5234,employeesTrend,2025,
5234,employeesTrend,,5
5235,employeesTrend,2021,
5235,employeesTrend,2022,3
5235,employeesTrend,2023,4
5235,employeesTrend,2024,4
5235,employeesTrend,2025,
5235,employeesTrend,,4
5236,employeesTrend,2023,
5236,employeesTrend,2024,5
5236,employeesTrend,2025,
5236,employeesTrend,,5
5237,employeesTrend,2010,
5237,employeesTrend,2011,
5237,employeesTrend,2012,
5237,employeesTrend,2013,
5237,employeesTrend,2014,
5237,employeesTrend,2015,
5237,employeesTrend,2016,24
5237,employeesTrend,2017,19
5237,employeesTrend,2018,20
5237,employeesTrend,2019,16
5237,employeesTrend,2020,13
5237,employeesTrend,2021,12
5237,employeesTrend,2022,13
5237,employeesTrend,2023,12
5237,employeesTrend,2024,9
5237,employeesTrend,2025,
5237,employeesTrend,,9
5238,employeesTrend,2018,4
5238,employeesTrend,2019,3
5238,employeesTrend,2020,3
5238,employeesTrend,2021,3
5238,employeesTrend,2022,3
5238,employeesTrend,2023,3
5238,employeesTrend,2024,2
5238,employeesTrend,2025,
5238,employeesTrend,,2
5239,employeesTrend,2022,
5239,employeesTrend,2023,6
5239,employeesTrend,2024,4
5239,employeesTrend,2025,
5239,employeesTrend,,4
5240,employeesTrend,2019,10
5240,employeesTrend,2020,20
5240,employeesTrend,2021,
5240,employeesTrend,2022,
5240,employeesTrend,2023,4
5240,employeesTrend,2024,
5240,employeesTrend,2025,
5240,employeesTrend,,4
5241,employeesTrend,2020,1
5241,employeesTrend,2021,
5241,employeesTrend,2022,10
5241,employeesTrend,2023,34
5241,employeesTrend,2024,47
5241,employeesTrend,2025,
5241,employeesTrend,,47
5242,employeesTrend,2022,5
5242,employeesTrend,2023,5
5242,employeesTrend,2024,4
5242,employeesTrend,2025,
5242,employeesTrend,,4
5243,employeesTrend,2024,11
5243,employeesTrend,2025,
5243,employeesTrend,,11
5244,employeesTrend,2014,
5244,employeesTrend,2015,
5244,employeesTrend,2016,
5244,employeesTrend,2017,
5244,employeesTrend,2018,28
5244,employeesTrend,2019,31
5244,employeesTrend,2020,21
5244,employeesTrend,2021,19
5244,employeesTrend,2022,35
5244,employeesTrend,2023,33
5244,employeesTrend,2024,27
5244,employeesTrend,2025,
5244,employeesTrend,,27
5245,employeesTrend,2023,13
5245,employeesTrend,2024,12
5245,employeesTrend,2025,
5245,employeesTrend,,12
5246,employeesTrend,2018,18
5246,employeesTrend,2019,20
5246,employeesTrend,2020,17
5246,employeesTrend,2021,17
5246,employeesTrend,2022,16
5246,employeesTrend,2023,15
5246,employeesTrend,2024,16
5246,employeesTrend,2025,
5246,employeesTrend,,16
5247,employeesTrend,2014,
5247,employeesTrend,2015,
5247,employeesTrend,2016,
5247,employeesTrend,2017,85
5247,employeesTrend,2018,86
5247,employeesTrend,2019,101
5247,employeesTrend,2020,94
5247,employeesTrend,2021,127
5247,employeesTrend,2022,142
5247,employeesTrend,2023,132
5247,employeesTrend,2024,116
5247,employeesTrend,2025,
5247,employeesTrend,,116
5248,employeesTrend,2018,31
5248,employeesTrend,2019,47
5248,employeesTrend,2020,66
5248,employeesTrend,2021,74
5248,employeesTrend,2022,88
5248,employeesTrend,2023,98
5248,employeesTrend,2024,101
5248,employeesTrend,2025,
5248,employeesTrend,,101
5249,employeesTrend,2019,1
5249,employeesTrend,2020,7
5249,employeesTrend,2021,8
5249,employeesTrend,2022,
5249,employeesTrend,2023,14
5249,employeesTrend,2024,13
5249,employeesTrend,2025,
5249,employeesTrend,,13
5250,employeesTrend,2020,31
5250,employeesTrend,2021,
5250,employeesTrend,2022,
5250,employeesTrend,2023,
5250,employeesTrend,2024,
5250,employeesTrend,2025,
5250,employeesTrend,,31
5251,employeesTrend,2022,6
5251,employeesTrend,2023,
5251,employeesTrend,2024,8
5251,employeesTrend,2025,
5251,employeesTrend,,8
5252,employeesTrend,2018,2
5252,employeesTrend,2019,4
5252,employeesTrend,2020,4
5252,employeesTrend,2021,4
5252,employeesTrend,2022,4
5252,employeesTrend,2023,3
5252,employeesTrend,2024,
5252,employeesTrend,2025,
5252,employeesTrend,,3
5253,employeesTrend,2021,1
5253,employeesTrend,2022,
5253,employeesTrend,2023,
5253,employeesTrend,2024,
5253,employeesTrend,2025,
5253,employeesTrend,,1
5254,employeesTrend,2017,
5254,employeesTrend,2018,
5254,employeesTrend,2019,
5254,employeesTrend,2020,
5254,employeesTrend,2021,6
5254,employeesTrend,2022,
5254,employeesTrend,2023,
5254,employeesTrend,2024,
5254,employeesTrend,2025,
5254,employeesTrend,,6
5255,employeesTrend,2019,1
5255,employeesTrend,2020,1
5255,employeesTrend,2021,
5255,employeesTrend,2022,
5255,employeesTrend,2023,1
5255,employeesTrend,2024,1
5255,employeesTrend,2025,
5255,employeesTrend,,1
5256,employeesTrend,2020,
5256,employeesTrend,2021,2
5256,employeesTrend,2022,4
5256,employeesTrend,2023,10
5256,employeesTrend,2024,8
5256,employeesTrend,2025,
5256,employeesTrend,,8
5257,employeesTrend,2021,22
5257,employeesTrend,2022,
5257,employeesTrend,2023,27
5257,employeesTrend,2024,23
5257,employeesTrend,2025,
5257,employeesTrend,,23
5258,employeesTrend,2019,7
5258,employeesTrend,2020,8
5258,employeesTrend,2021,8
5258,employeesTrend,2022,
5258,employeesTrend,2023,8
5258,employeesTrend,2024,7
5258,employeesTrend,2025,
5258,employeesTrend,,7
5259,employeesTrend,2020,2
5259,employeesTrend,2021,3
5259,employeesTrend,2022,3
5259,employeesTrend,2023,3
5259,employeesTrend,2024,3
5259,employeesTrend,2025,
5259,employeesTrend,,3
5260,employeesTrend,2018,2
5260,employeesTrend,2019,2
5260,employeesTrend,2020,2
5260,employeesTrend,2021,2
5260,employeesTrend,2022,2
5260,employeesTrend,2023,2
5260,employeesTrend,2024,2
5260,employeesTrend,2025,
5260,employeesTrend,,2
5261,employeesTrend,2019,20
5261,employeesTrend,2020,11
5261,employeesTrend,2021,
5261,employeesTrend,2022,
5261,employeesTrend,2023,5
5261,employeesTrend,2024,5
5261,employeesTrend,2025,
5261,employeesTrend,,5
5262,employeesTrend,2020,10
5262,employeesTrend,2021,12
5262,employeesTrend,2022,
5262,employeesTrend,2023,11
5262,employeesTrend,2024,10
5262,employeesTrend,2025,
5262,employeesTrend,,10
5263,employeesTrend,2017,4
5263,employeesTrend,2018,4
5263,employeesTrend,2019,4
5263,employeesTrend,2020,3
5263,employeesTrend,2021,
5263,employeesTrend,2022,
5263,employeesTrend,2023,
5263,employeesTrend,2024,2
5263,employeesTrend,2025,
5263,employeesTrend,,2
5264,employeesTrend,2018,15
5264,employeesTrend,2019,20
5264,employeesTrend,2020,15
5264,employeesTrend,2021,14
5264,employeesTrend,2022,12
5264,employeesTrend,2023,12
5264,employeesTrend,2024,11
5264,employeesTrend,2025,
5264,employeesTrend,,11
5265,employeesTrend,2015,
5265,employeesTrend,2016,
5265,employeesTrend,2017,
5265,employeesTrend,2018,29
5265,employeesTrend,2019,34
5265,employeesTrend,2020,43
5265,employeesTrend,2021,46
5265,employeesTrend,2022,36
5265,employeesTrend,2023,35
5265,employeesTrend,2024,30
5265,employeesTrend,2025,
5265,employeesTrend,,30
5266,employeesTrend,2015,
5266,employeesTrend,2016,
5266,employeesTrend,2017,
5266,employeesTrend,2018,7
5266,employeesTrend,2019,6
5266,employeesTrend,2020,9
5266,employeesTrend,2021,11
5266,employeesTrend,2022,10
5266,employeesTrend,2023,10
5266,employeesTrend,2024,12
5266,employeesTrend,2025,
5266,employeesTrend,,12
5267,employeesTrend,2019,15
5267,employeesTrend,2020,34
5267,employeesTrend,2021,44
5267,employeesTrend,2022,52
5267,employeesTrend,2023,54
5267,employeesTrend,2024,56
5267,employeesTrend,2025,
5267,employeesTrend,,56
5268,employeesTrend,2022,6
5268,employeesTrend,2023,3
5268,employeesTrend,2024,2
5268,employeesTrend,2025,
5268,employeesTrend,,2
5269,employeesTrend,2018,
5269,employeesTrend,2019,
5269,employeesTrend,2020,4
5269,employeesTrend,2021,
5269,employeesTrend,2022,
5269,employeesTrend,2023,6
5269,employeesTrend,2024,6
5269,employeesTrend,2025,
5269,employeesTrend,,6
5270,employeesTrend,2018,3
5270,employeesTrend,2019,3
5270,employeesTrend,2020,4
5270,employeesTrend,2021,4
5270,employeesTrend,2022,4
5270,employeesTrend,2023,4
5270,employeesTrend,2024,4
5270,employeesTrend,2025,
5270,employeesTrend,,4
5271,employeesTrend,2018,
5271,employeesTrend,2019,25
5271,employeesTrend,2020,36
5271,employeesTrend,2021,49
5271,employeesTrend,2022,70
5271,employeesTrend,2023,99
5271,employeesTrend,2024,109
5271,employeesTrend,2025,
5271,employeesTrend,,109
5272,employeesTrend,2021,17
5272,employeesTrend,2022,43
5272,employeesTrend,2023,46
5272,employeesTrend,2024,52
5272,employeesTrend,2025,
5272,employeesTrend,,52
5273,employeesTrend,2024,3
5273,employeesTrend,2025,
5273,employeesTrend,,3
5274,employeesTrend,2013,
5274,employeesTrend,2014,
5274,employeesTrend,2015,
5274,employeesTrend,2016,
5274,employeesTrend,2017,67
5274,employeesTrend,2018,74
5274,employeesTrend,2019,80
5274,employeesTrend,2020,92
5274,employeesTrend,2021,125
5274,employeesTrend,2022,158
5274,employeesTrend,2023,165
5274,employeesTrend,2024,196
5274,employeesTrend,2025,
5274,employeesTrend,,196
5275,employeesTrend,2021,6
5275,employeesTrend,2022,
5275,employeesTrend,2023,
5275,employeesTrend,2024,
5275,employeesTrend,2025,
5275,employeesTrend,,6
5276,employeesTrend,2023,
5276,employeesTrend,2024,8
5276,employeesTrend,2025,
5276,employeesTrend,,8
5277,employeesTrend,2016,202
5277,employeesTrend,2017,
5277,employeesTrend,2018,185
5277,employeesTrend,2019,158
5277,employeesTrend,2020,154
5277,employeesTrend,2021,158
5277,employeesTrend,2022,158
5277,employeesTrend,2023,160
5277,employeesTrend,2024,153
5277,employeesTrend,2025,
5277,employeesTrend,,153
5278,employeesTrend,2018,45
5278,employeesTrend,2019,50
5278,employeesTrend,2020,43
5278,employeesTrend,2021,49
5278,employeesTrend,2022,48
5278,employeesTrend,2023,46
5278,employeesTrend,2024,47
5278,employeesTrend,2025,
5278,employeesTrend,,47
5279,employeesTrend,2021,3
5279,employeesTrend,2022,4
5279,employeesTrend,2023,2
5279,employeesTrend,2024,1
5279,employeesTrend,2025,
5279,employeesTrend,,1
5280,employeesTrend,2017,
5280,employeesTrend,2018,24
5280,employeesTrend,2019,24
5280,employeesTrend,2020,62
5280,employeesTrend,2021,77
5280,employeesTrend,2022,
5280,employeesTrend,2023,91
5280,employeesTrend,2024,99
