company_id,row_type,cumulativeFunding_year,cumulativeFunding_value
1719,cumulativeFunding,2023,1600000
1719,cumulativeFunding,2024,1600000
1719,cumulativeFunding,2025,1600000
1719,cumulativeFunding,,1600000
1723,cumulativeFunding,2019,
1723,cumulativeFunding,2020,
1723,cumulativeFunding,2021,
1723,cumulativeFunding,2022,10000000
1723,cumulativeFunding,2023,10000000
1723,cumulativeFunding,2024,10000000
1723,cumulativeFunding,2025,10000000
1723,cumulativeFunding,,10000000
1725,cumulativeFunding,2020,
1725,cumulativeFunding,2021,
1725,cumulativeFunding,2022,
1725,cumulativeFunding,2023,1200000
1725,cumulativeFunding,2024,1200000
1725,cumulativeFunding,2025,1200000
1725,cumulativeFunding,,1200000
1726,cumulativeFunding,2015,1000000
1726,cumulativeFunding,2016,1000000
1726,cumulativeFunding,2017,1000000
1726,cumulativeFunding,2018,1000000
1726,cumulativeFunding,2019,1000000
1726,cumulativeFunding,2020,1000000
1726,cumulativeFunding,2021,1000000
1726,cumulativeFunding,2022,1000000
1726,cumulativeFunding,2023,1000000
1726,cumulativeFunding,2024,1000000
1726,cumulativeFunding,2025,1000000
1726,cumulativeFunding,,1000000
1727,cumulativeFunding,2016,700000
1727,cumulativeFunding,2017,700000
1727,cumulativeFunding,2018,700000
1727,cumulativeFunding,2019,700000
1727,cumulativeFunding,2020,700000
1727,cumulativeFunding,2021,700000
1727,cumulativeFunding,2022,700000
1727,cumulativeFunding,2023,700000
1727,cumulativeFunding,2024,700000
1727,cumulativeFunding,2025,700000
1727,cumulativeFunding,,700000
1728,cumulativeFunding,2011,1900000
1728,cumulativeFunding,2012,1900000
1728,cumulativeFunding,2013,1900000
1728,cumulativeFunding,2014,1900000
1728,cumulativeFunding,2015,9300000
1728,cumulativeFunding,2016,9300000
1728,cumulativeFunding,2017,9300000
1728,cumulativeFunding,2018,35700000
1732,cumulativeFunding,2020,1500000
1732,cumulativeFunding,2021,1500000
1732,cumulativeFunding,2022,8500000
1732,cumulativeFunding,2023,8500000
1732,cumulativeFunding,2024,8500000
1732,cumulativeFunding,2025,8500000
1732,cumulativeFunding,,8500000
1734,cumulativeFunding,2020,560000
1734,cumulativeFunding,2021,560000
1734,cumulativeFunding,2022,560000
1734,cumulativeFunding,2023,560000
1734,cumulativeFunding,2024,560000
1734,cumulativeFunding,2025,560000
1734,cumulativeFunding,,560000
1728,cumulativeFunding,2019,35700000
1728,cumulativeFunding,2020,75100000
1728,cumulativeFunding,2021,75100000
1728,cumulativeFunding,2022,75100000
1728,cumulativeFunding,2023,120100000
1728,cumulativeFunding,2024,120100000
1728,cumulativeFunding,2025,120100000
1728,cumulativeFunding,,120100000
1739,cumulativeFunding,2022,4000000
1739,cumulativeFunding,2023,4000000
1739,cumulativeFunding,2024,4000000
1739,cumulativeFunding,2025,4000000
1739,cumulativeFunding,,4000000
1740,cumulativeFunding,2009,8000000
1740,cumulativeFunding,2010,17000000
1740,cumulativeFunding,2011,17000000
1740,cumulativeFunding,2012,17000000
1740,cumulativeFunding,2013,36750000
1740,cumulativeFunding,2014,36750000
1740,cumulativeFunding,2015,36750000
1740,cumulativeFunding,2016,61750000
1740,cumulativeFunding,2017,68750000
1743,cumulativeFunding,2018,10500000
1743,cumulativeFunding,2019,10500000
1743,cumulativeFunding,2020,10500000
1743,cumulativeFunding,2021,140500000
1743,cumulativeFunding,2022,140500000
1743,cumulativeFunding,2023,140500000
1743,cumulativeFunding,2024,140500000
1743,cumulativeFunding,2025,140500000
1743,cumulativeFunding,,140500000
1744,cumulativeFunding,2013,750000
1744,cumulativeFunding,2014,750000
1744,cumulativeFunding,2015,750000
1744,cumulativeFunding,2016,5750000
1744,cumulativeFunding,2017,5750000
1744,cumulativeFunding,2018,5750000
1744,cumulativeFunding,2019,7750000
1744,cumulativeFunding,2020,11750000
1744,cumulativeFunding,2021,11750000
1744,cumulativeFunding,2022,11750000
1744,cumulativeFunding,2023,11750000
1744,cumulativeFunding,2024,11750000
1744,cumulativeFunding,2025,11750000
1744,cumulativeFunding,,11750000
1749,cumulativeFunding,2023,500000
1749,cumulativeFunding,2024,500000
1749,cumulativeFunding,2025,500000
1749,cumulativeFunding,,500000
1750,cumulativeFunding,2019,75000
1750,cumulativeFunding,2020,75000
1750,cumulativeFunding,2021,75000
1750,cumulativeFunding,2022,75000
1750,cumulativeFunding,2023,75000
1750,cumulativeFunding,2024,75000
1750,cumulativeFunding,2025,75000
1750,cumulativeFunding,,75000
1740,cumulativeFunding,2018,68750000
1740,cumulativeFunding,2019,68750000
1740,cumulativeFunding,2020,68750000
1740,cumulativeFunding,2021,68750000
1740,cumulativeFunding,2022,68750000
1740,cumulativeFunding,2023,68750000
1740,cumulativeFunding,2024,68750000
1740,cumulativeFunding,2025,68750000
1740,cumulativeFunding,,68750000
1755,cumulativeFunding,2022,1250000
1755,cumulativeFunding,2023,1250000
1755,cumulativeFunding,2024,1250000
1755,cumulativeFunding,2025,1250000
1755,cumulativeFunding,,1250000
1757,cumulativeFunding,2007,1500000
1757,cumulativeFunding,2008,6000000
1757,cumulativeFunding,2009,6000000
1757,cumulativeFunding,2010,6000000
1757,cumulativeFunding,2011,15000000
1757,cumulativeFunding,2012,25000000
1757,cumulativeFunding,2013,40000000
1757,cumulativeFunding,2014,40000000
1757,cumulativeFunding,2015,160000000
1757,cumulativeFunding,2016,160000000
1757,cumulativeFunding,2017,160000000
1757,cumulativeFunding,2018,160000000
1757,cumulativeFunding,2019,160000000
1757,cumulativeFunding,2020,160000000
1757,cumulativeFunding,2021,160000000
1757,cumulativeFunding,2022,160000000
1757,cumulativeFunding,2023,160000000
1757,cumulativeFunding,2024,160000000
1757,cumulativeFunding,2025,160000000
1757,cumulativeFunding,,160000000
1758,cumulativeFunding,2014,550000
1758,cumulativeFunding,2015,550000
1758,cumulativeFunding,2016,550000
1758,cumulativeFunding,2017,2550000
1758,cumulativeFunding,2018,2550000
1758,cumulativeFunding,2019,2550000
1758,cumulativeFunding,2020,14550000
1758,cumulativeFunding,2021,14550000
1758,cumulativeFunding,2022,30050000
1758,cumulativeFunding,2023,55050000
1758,cumulativeFunding,2024,55050000
1758,cumulativeFunding,2025,55050000
1758,cumulativeFunding,,55050000
1760,cumulativeFunding,2014,11500000
1760,cumulativeFunding,2015,11500000
1760,cumulativeFunding,2016,26500000
1760,cumulativeFunding,2017,26500000
1760,cumulativeFunding,2018,26500000
1760,cumulativeFunding,2019,26500000
1760,cumulativeFunding,2020,61500000
1760,cumulativeFunding,2021,61500000
1760,cumulativeFunding,2022,102200000
1760,cumulativeFunding,2023,102200000
1760,cumulativeFunding,2024,102200000
1760,cumulativeFunding,2025,102200000
1760,cumulativeFunding,,102200000
1763,cumulativeFunding,2020,
1763,cumulativeFunding,2021,
1763,cumulativeFunding,2022,6500000
1763,cumulativeFunding,2023,11750000
1763,cumulativeFunding,2024,11750000
1763,cumulativeFunding,2025,11750000
1763,cumulativeFunding,,11750000
1764,cumulativeFunding,2017,500000
1764,cumulativeFunding,2018,750000
1764,cumulativeFunding,2019,1000000
1764,cumulativeFunding,2020,1000000
1764,cumulativeFunding,2021,1000000
1764,cumulativeFunding,2022,1000000
1764,cumulativeFunding,2023,1000000
1764,cumulativeFunding,2024,1000000
1764,cumulativeFunding,2025,1000000
1764,cumulativeFunding,,1000000
1765,cumulativeFunding,2022,8000000
1765,cumulativeFunding,2023,28000000
1765,cumulativeFunding,2024,28000000
1765,cumulativeFunding,2025,28000000
1765,cumulativeFunding,,28000000
1766,cumulativeFunding,2019,
1766,cumulativeFunding,2020,
1766,cumulativeFunding,2021,2688888
1766,cumulativeFunding,2022,2688888
1766,cumulativeFunding,2023,2688888
1766,cumulativeFunding,2024,3018888
1766,cumulativeFunding,2025,3018888
1766,cumulativeFunding,,3018888
1767,cumulativeFunding,2012,50000
1767,cumulativeFunding,2013,50000
1767,cumulativeFunding,2014,50000
1767,cumulativeFunding,2015,50000
1767,cumulativeFunding,2016,50000
1767,cumulativeFunding,2017,190000
1767,cumulativeFunding,2018,190000
1767,cumulativeFunding,2019,190000
1767,cumulativeFunding,2020,190000
1767,cumulativeFunding,2021,190000
1767,cumulativeFunding,2022,190000
1767,cumulativeFunding,2023,190000
1767,cumulativeFunding,2024,190000
1767,cumulativeFunding,2025,190000
1767,cumulativeFunding,,190000
1770,cumulativeFunding,2019,
1770,cumulativeFunding,2020,
1770,cumulativeFunding,2021,
1770,cumulativeFunding,2022,8000000
1771,cumulativeFunding,2019,701000
1771,cumulativeFunding,2020,1351000
1771,cumulativeFunding,2021,1951000
1771,cumulativeFunding,2022,2451000
1771,cumulativeFunding,2023,3101000
1771,cumulativeFunding,2024,3101000
1771,cumulativeFunding,2025,3101000
1771,cumulativeFunding,,3101000
1773,cumulativeFunding,2008,1400000
1773,cumulativeFunding,2009,1400000
1773,cumulativeFunding,2010,1400000
1773,cumulativeFunding,2011,2900000
1773,cumulativeFunding,2012,5900000
1773,cumulativeFunding,2013,5900000
1773,cumulativeFunding,2014,5900000
1773,cumulativeFunding,2015,9100000
1773,cumulativeFunding,2016,14100000
1773,cumulativeFunding,2017,14100000
1773,cumulativeFunding,2018,14100000
1773,cumulativeFunding,2019,14100000
1773,cumulativeFunding,2020,14100000
1773,cumulativeFunding,2021,14100000
1773,cumulativeFunding,2022,14100000
1773,cumulativeFunding,2023,14100000
1773,cumulativeFunding,2024,14100000
1773,cumulativeFunding,2025,14100000
1773,cumulativeFunding,,14100000
1770,cumulativeFunding,2023,8000000
1770,cumulativeFunding,2024,8000000
1770,cumulativeFunding,2025,8000000
1770,cumulativeFunding,,8000000
1781,cumulativeFunding,2018,11572319
1781,cumulativeFunding,2019,11572319
1781,cumulativeFunding,2020,11572319
1781,cumulativeFunding,2021,11572319
1781,cumulativeFunding,2022,11572319
1781,cumulativeFunding,2023,11572319
1781,cumulativeFunding,2024,11572319
1781,cumulativeFunding,2025,11572319
1781,cumulativeFunding,,11572319
1782,cumulativeFunding,2024,7400000
1782,cumulativeFunding,2025,7400000
1782,cumulativeFunding,,7400000
1786,cumulativeFunding,2021,1100000
1786,cumulativeFunding,2022,1100000
1786,cumulativeFunding,2023,1100000
1786,cumulativeFunding,2024,1500000
1786,cumulativeFunding,2025,1500000
1786,cumulativeFunding,,1500000
1787,cumulativeFunding,2022,2340000
1787,cumulativeFunding,2023,2340000
1787,cumulativeFunding,2024,2340000
1787,cumulativeFunding,2025,2340000
1787,cumulativeFunding,,2340000
1793,cumulativeFunding,2013,3500000
1793,cumulativeFunding,2014,13500000
1793,cumulativeFunding,2015,30500000
1793,cumulativeFunding,2016,30500000
1793,cumulativeFunding,2017,30500000
1793,cumulativeFunding,2018,60500000
1793,cumulativeFunding,2019,60500000
1793,cumulativeFunding,2020,60500000
1793,cumulativeFunding,2021,91500000
1793,cumulativeFunding,2022,91500000
1793,cumulativeFunding,2023,148500000
1793,cumulativeFunding,2024,148500000
1793,cumulativeFunding,2025,148500000
1793,cumulativeFunding,,148500000
1794,cumulativeFunding,2010,8000000
1794,cumulativeFunding,2011,11800000
1794,cumulativeFunding,2012,11800000
1794,cumulativeFunding,2013,11800000
1794,cumulativeFunding,2014,27300000
1794,cumulativeFunding,2015,27300000
1794,cumulativeFunding,2016,35300000
1794,cumulativeFunding,2017,35300000
1794,cumulativeFunding,2018,35300000
1794,cumulativeFunding,2019,35300000
1794,cumulativeFunding,2020,35300000
1794,cumulativeFunding,2021,135300000
1794,cumulativeFunding,2022,135300000
1794,cumulativeFunding,2023,135300000
1794,cumulativeFunding,2024,135300000
1794,cumulativeFunding,2025,135300000
1794,cumulativeFunding,,135300000
1796,cumulativeFunding,2016,532767
1796,cumulativeFunding,2017,532767
1796,cumulativeFunding,2018,532767
1796,cumulativeFunding,2019,532767
1796,cumulativeFunding,2020,532767
1796,cumulativeFunding,2021,532767
1796,cumulativeFunding,2022,532767
1796,cumulativeFunding,2023,532767
1796,cumulativeFunding,2024,532767
1796,cumulativeFunding,2025,532767
1796,cumulativeFunding,,532767
1797,cumulativeFunding,2020,
1797,cumulativeFunding,2021,
1797,cumulativeFunding,2022,12000000
1797,cumulativeFunding,2023,12000000
1797,cumulativeFunding,2024,12000000
1797,cumulativeFunding,2025,12000000
1797,cumulativeFunding,,12000000
1798,cumulativeFunding,2020,8000000
1798,cumulativeFunding,2021,78000000
1798,cumulativeFunding,2022,78000000
1798,cumulativeFunding,2023,78000000
1798,cumulativeFunding,2024,190000000
1798,cumulativeFunding,2025,190000000
1798,cumulativeFunding,,190000000
1799,cumulativeFunding,2020,20000000
1799,cumulativeFunding,2021,20600000
1799,cumulativeFunding,2022,20600000
1799,cumulativeFunding,2023,20600000
1799,cumulativeFunding,2024,20600000
1799,cumulativeFunding,2025,20600000
1799,cumulativeFunding,,20600000
1800,cumulativeFunding,2018,600000
1800,cumulativeFunding,2019,600000
1800,cumulativeFunding,2020,600000
1800,cumulativeFunding,2021,600000
1800,cumulativeFunding,2022,600000
1800,cumulativeFunding,2023,600000
1800,cumulativeFunding,2024,600000
1800,cumulativeFunding,2025,600000
1800,cumulativeFunding,,600000
1801,cumulativeFunding,2017,100000
1801,cumulativeFunding,2018,280000
1801,cumulativeFunding,2019,280000
1801,cumulativeFunding,2020,280000
1801,cumulativeFunding,2021,280000
1801,cumulativeFunding,2022,280000
1801,cumulativeFunding,2023,280000
1801,cumulativeFunding,2024,280000
1801,cumulativeFunding,2025,280000
1801,cumulativeFunding,,280000
1803,cumulativeFunding,2024,20000000
1803,cumulativeFunding,2025,20000000
1803,cumulativeFunding,,20000000
1804,cumulativeFunding,2014,350000
1804,cumulativeFunding,2015,350000
1804,cumulativeFunding,2016,360000
1804,cumulativeFunding,2017,360000
1804,cumulativeFunding,2018,360000
1804,cumulativeFunding,2019,360000
1804,cumulativeFunding,2020,360000
1804,cumulativeFunding,2021,360000
1804,cumulativeFunding,2022,360000
1804,cumulativeFunding,2023,360000
1804,cumulativeFunding,2024,360000
1804,cumulativeFunding,2025,360000
1804,cumulativeFunding,,360000
1805,cumulativeFunding,2022,
1805,cumulativeFunding,2023,4700000
1805,cumulativeFunding,2024,4700000
1805,cumulativeFunding,2025,4700000
1805,cumulativeFunding,,4700000
1806,cumulativeFunding,2020,2000000
1806,cumulativeFunding,2021,2000000
1806,cumulativeFunding,2022,10000000
1806,cumulativeFunding,2023,10000000
1806,cumulativeFunding,2024,15000000
1806,cumulativeFunding,2025,15000000
1806,cumulativeFunding,,15000000
1812,cumulativeFunding,2019,2200000
1812,cumulativeFunding,2020,5200000
1812,cumulativeFunding,2021,5200000
1812,cumulativeFunding,2022,5200000
1812,cumulativeFunding,2023,8200000
1812,cumulativeFunding,2024,8200000
1812,cumulativeFunding,2025,8200000
1812,cumulativeFunding,,8200000
1816,cumulativeFunding,2016,1200000
1816,cumulativeFunding,2017,1200000
1816,cumulativeFunding,2018,2400000
1816,cumulativeFunding,2019,8400000
1816,cumulativeFunding,2020,8400000
1816,cumulativeFunding,2021,16000000
1816,cumulativeFunding,2022,16000000
1816,cumulativeFunding,2023,32500000
1816,cumulativeFunding,2024,32500000
1816,cumulativeFunding,2025,32500000
1816,cumulativeFunding,,32500000
1818,cumulativeFunding,2016,170000
1818,cumulativeFunding,2017,1422250
1818,cumulativeFunding,2018,1422250
1818,cumulativeFunding,2019,1422250
1818,cumulativeFunding,2020,1422250
1818,cumulativeFunding,2021,3443250
1818,cumulativeFunding,2022,3443250
1818,cumulativeFunding,2023,3443250
1818,cumulativeFunding,2024,3443250
1818,cumulativeFunding,2025,3443250
1818,cumulativeFunding,,3443250
1828,cumulativeFunding,2012,1500000
1828,cumulativeFunding,2013,1500000
1828,cumulativeFunding,2014,2750000
1828,cumulativeFunding,2015,2750000
1828,cumulativeFunding,2016,2750000
1828,cumulativeFunding,2017,2750000
1828,cumulativeFunding,2018,2750000
1828,cumulativeFunding,2019,2750000
1828,cumulativeFunding,2020,2750000
1828,cumulativeFunding,2021,2750000
1828,cumulativeFunding,2022,2750000
1828,cumulativeFunding,2023,2750000
1828,cumulativeFunding,2024,2750000
1828,cumulativeFunding,2025,2750000
1828,cumulativeFunding,,2750000
1830,cumulativeFunding,2020,
1830,cumulativeFunding,2021,3000000
1830,cumulativeFunding,2022,3000000
1830,cumulativeFunding,2023,3000000
1830,cumulativeFunding,2024,3000000
1830,cumulativeFunding,2025,3000000
1830,cumulativeFunding,,3000000
1836,cumulativeFunding,2013,2500000
1836,cumulativeFunding,2014,2500000
1836,cumulativeFunding,2015,7500000
1836,cumulativeFunding,2016,7500000
1836,cumulativeFunding,2017,7500000
1836,cumulativeFunding,2018,7500000
1836,cumulativeFunding,2019,7500000
1836,cumulativeFunding,2020,7500000
1836,cumulativeFunding,2021,10500000
1836,cumulativeFunding,2022,15500000
1836,cumulativeFunding,2023,15500000
1836,cumulativeFunding,2024,15500000
1836,cumulativeFunding,2025,15500000
1836,cumulativeFunding,,15500000
1839,cumulativeFunding,2018,
1839,cumulativeFunding,2019,
1839,cumulativeFunding,2020,
1839,cumulativeFunding,2021,
1839,cumulativeFunding,2022,5000000
1839,cumulativeFunding,2023,5000000
1839,cumulativeFunding,2024,5000000
1839,cumulativeFunding,2025,5000000
1839,cumulativeFunding,,5000000
1840,cumulativeFunding,2023,3000000
1840,cumulativeFunding,2024,3000000
1840,cumulativeFunding,2025,3000000
1840,cumulativeFunding,,3000000
1841,cumulativeFunding,2012,6000000
1841,cumulativeFunding,2013,6000000
1841,cumulativeFunding,2014,12000000
1841,cumulativeFunding,2015,12000000
1841,cumulativeFunding,2016,12000000
1841,cumulativeFunding,2017,12000000
1841,cumulativeFunding,2018,12000000
1841,cumulativeFunding,2019,12000000
1841,cumulativeFunding,2020,12000000
1841,cumulativeFunding,2021,12000000
1841,cumulativeFunding,2022,12000000
1841,cumulativeFunding,2023,12000000
1841,cumulativeFunding,2024,12000000
1841,cumulativeFunding,2025,12000000
1841,cumulativeFunding,,12000000
1842,cumulativeFunding,2021,
1842,cumulativeFunding,2022,73000
1842,cumulativeFunding,2023,73000
1842,cumulativeFunding,2024,73000
1842,cumulativeFunding,2025,73000
1842,cumulativeFunding,,73000
1844,cumulativeFunding,2011,1800000
1844,cumulativeFunding,2012,2800000
1844,cumulativeFunding,2013,2800000
1844,cumulativeFunding,2014,4800000
1844,cumulativeFunding,2015,4800000
1844,cumulativeFunding,2016,4800000
1844,cumulativeFunding,2017,4800000
1844,cumulativeFunding,2018,4800000
1844,cumulativeFunding,2019,4800000
1844,cumulativeFunding,2020,4800000
1844,cumulativeFunding,2021,4800000
1844,cumulativeFunding,2022,4800000
1844,cumulativeFunding,2023,4800000
1844,cumulativeFunding,2024,4800000
1844,cumulativeFunding,2025,4800000
1844,cumulativeFunding,,4800000
1847,cumulativeFunding,2014,4000000
1847,cumulativeFunding,2015,4000000
1847,cumulativeFunding,2016,11000000
1847,cumulativeFunding,2017,11000000
1847,cumulativeFunding,2018,41000000
1847,cumulativeFunding,2019,41000000
1847,cumulativeFunding,2020,61000000
1847,cumulativeFunding,2021,61000000
1847,cumulativeFunding,2022,61000000
1847,cumulativeFunding,2023,61000000
1847,cumulativeFunding,2024,61000000
1847,cumulativeFunding,2025,61000000
1847,cumulativeFunding,,61000000
1849,cumulativeFunding,2023,18000000
1849,cumulativeFunding,2024,18000000
1849,cumulativeFunding,2025,18000000
1849,cumulativeFunding,,18000000
1850,cumulativeFunding,2016,
1850,cumulativeFunding,2017,900000
1850,cumulativeFunding,2018,900000
1850,cumulativeFunding,2019,900000
1850,cumulativeFunding,2020,900000
1850,cumulativeFunding,2021,900000
1850,cumulativeFunding,2022,900000
1850,cumulativeFunding,2023,900000
1850,cumulativeFunding,2024,900000
1850,cumulativeFunding,2025,900000
1850,cumulativeFunding,,900000
1851,cumulativeFunding,2015,1600000
1851,cumulativeFunding,2016,12658000
1851,cumulativeFunding,2017,12658000
1851,cumulativeFunding,2018,12658000
1851,cumulativeFunding,2019,36658000
1851,cumulativeFunding,2020,53358000
1851,cumulativeFunding,2021,88058000
1851,cumulativeFunding,2022,88058000
1851,cumulativeFunding,2023,88058000
1851,cumulativeFunding,2024,88058000
1851,cumulativeFunding,2025,88058000
1851,cumulativeFunding,,88058000
1852,cumulativeFunding,2016,1200000
1852,cumulativeFunding,2017,1200000
1852,cumulativeFunding,2018,1200000
1852,cumulativeFunding,2019,11200000
1852,cumulativeFunding,2020,11200000
1852,cumulativeFunding,2021,11200000
1852,cumulativeFunding,2022,21200000
1852,cumulativeFunding,2023,21200000
1852,cumulativeFunding,2024,21200000
1852,cumulativeFunding,2025,21200000
1852,cumulativeFunding,,21200000
1853,cumulativeFunding,2015,537000
1853,cumulativeFunding,2016,537000
1853,cumulativeFunding,2017,537000
1853,cumulativeFunding,2018,644000
1853,cumulativeFunding,2019,644000
1853,cumulativeFunding,2020,644000
1853,cumulativeFunding,2021,644000
1853,cumulativeFunding,2022,644000
1853,cumulativeFunding,2023,644000
1853,cumulativeFunding,2024,644000
1853,cumulativeFunding,2025,644000
1853,cumulativeFunding,,644000
1859,cumulativeFunding,2012,250000
1859,cumulativeFunding,2013,250000
1859,cumulativeFunding,2014,950000
1859,cumulativeFunding,2015,1050000
1859,cumulativeFunding,2016,1050000
1859,cumulativeFunding,2017,2250000
1859,cumulativeFunding,2018,4000000
1859,cumulativeFunding,2019,4000000
1859,cumulativeFunding,2020,4000000
1859,cumulativeFunding,2021,4000000
1859,cumulativeFunding,2022,4000000
1859,cumulativeFunding,2023,4000000
1859,cumulativeFunding,2024,4000000
1859,cumulativeFunding,2025,4000000
1859,cumulativeFunding,,4000000
1861,cumulativeFunding,2014,16400000
1861,cumulativeFunding,2015,16400000
1861,cumulativeFunding,2016,16400000
1861,cumulativeFunding,2017,16400000
1861,cumulativeFunding,2018,18400000
1861,cumulativeFunding,2019,18400000
1861,cumulativeFunding,2020,19400000
1861,cumulativeFunding,2021,89400000
1861,cumulativeFunding,2022,89400000
1861,cumulativeFunding,2023,89400000
1861,cumulativeFunding,2024,89400000
1861,cumulativeFunding,2025,89400000
1861,cumulativeFunding,,89400000
1862,cumulativeFunding,2018,18000000
1862,cumulativeFunding,2019,18000000
1862,cumulativeFunding,2020,18000000
1862,cumulativeFunding,2021,18000000
1862,cumulativeFunding,2022,18000000
1862,cumulativeFunding,2023,18000000
1862,cumulativeFunding,2024,18000000
1862,cumulativeFunding,2025,18000000
1862,cumulativeFunding,,18000000
1863,cumulativeFunding,2013,293000000
1863,cumulativeFunding,2014,293000000
1863,cumulativeFunding,2015,293000000
1863,cumulativeFunding,2016,293000000
1863,cumulativeFunding,2017,293000000
1863,cumulativeFunding,2018,293000000
1863,cumulativeFunding,2019,293000000
1863,cumulativeFunding,2020,293000000
1863,cumulativeFunding,2021,293000000
1863,cumulativeFunding,2022,293000000
1863,cumulativeFunding,2023,293000000
1863,cumulativeFunding,2024,293000000
1863,cumulativeFunding,2025,293000000
1863,cumulativeFunding,,293000000
1865,cumulativeFunding,2018,36000000
1865,cumulativeFunding,2019,36000000
1865,cumulativeFunding,2020,36000000
1865,cumulativeFunding,2021,161000000
1865,cumulativeFunding,2022,261000000
1865,cumulativeFunding,2023,261000000
1865,cumulativeFunding,2024,261000000
1865,cumulativeFunding,2025,261000000
1865,cumulativeFunding,,261000000
1866,cumulativeFunding,2016,5000000
1866,cumulativeFunding,2017,5000000
1866,cumulativeFunding,2018,17000000
1866,cumulativeFunding,2019,17000000
1866,cumulativeFunding,2020,17000000
1866,cumulativeFunding,2021,17000000
1866,cumulativeFunding,2022,37000000
1866,cumulativeFunding,2023,39000000
1866,cumulativeFunding,2024,39000000
1866,cumulativeFunding,2025,39000000
1866,cumulativeFunding,,39000000
1869,cumulativeFunding,2019,492634
1869,cumulativeFunding,2020,642634
1869,cumulativeFunding,2021,872634
1869,cumulativeFunding,2022,2372634
1869,cumulativeFunding,2023,2372634
1869,cumulativeFunding,2024,2372634
1869,cumulativeFunding,2025,2372634
1869,cumulativeFunding,,2372634
1871,cumulativeFunding,2020,
1871,cumulativeFunding,2021,
1871,cumulativeFunding,2022,19000000
1871,cumulativeFunding,2023,19000000
1871,cumulativeFunding,2024,19000000
1871,cumulativeFunding,2025,19000000
1871,cumulativeFunding,,19000000
1872,cumulativeFunding,2019,
1872,cumulativeFunding,2020,9000000
1872,cumulativeFunding,2021,9000000
1872,cumulativeFunding,2022,9000000
1872,cumulativeFunding,2023,9000000
1872,cumulativeFunding,2024,9000000
1872,cumulativeFunding,2025,9000000
1872,cumulativeFunding,,9000000
1873,cumulativeFunding,2019,1500000
1873,cumulativeFunding,2020,1500000
1873,cumulativeFunding,2021,1500000
1873,cumulativeFunding,2022,1500000
1873,cumulativeFunding,2023,1500000
1873,cumulativeFunding,2024,1500000
1873,cumulativeFunding,2025,1500000
1873,cumulativeFunding,,1500000
1874,cumulativeFunding,2020,
1874,cumulativeFunding,2021,
1874,cumulativeFunding,2022,6000000
1874,cumulativeFunding,2023,6000000
1874,cumulativeFunding,2024,6000000
1874,cumulativeFunding,2025,6000000
1874,cumulativeFunding,,6000000
1875,cumulativeFunding,2020,
1875,cumulativeFunding,2021,2500000
1875,cumulativeFunding,2022,2500000
1875,cumulativeFunding,2023,4770000
1875,cumulativeFunding,2024,4770000
1875,cumulativeFunding,2025,4770000
1875,cumulativeFunding,,4770000
1876,cumulativeFunding,2023,
1876,cumulativeFunding,2024,50000
1876,cumulativeFunding,2025,50000
1876,cumulativeFunding,,50000
1877,cumulativeFunding,2016,4000000
1877,cumulativeFunding,2017,4000000
1877,cumulativeFunding,2018,12000000
1877,cumulativeFunding,2019,12000000
1877,cumulativeFunding,2020,12000000
1877,cumulativeFunding,2021,12000000
1877,cumulativeFunding,2022,12000000
1877,cumulativeFunding,2023,23500000
1877,cumulativeFunding,2024,23500000
1877,cumulativeFunding,2025,23500000
1877,cumulativeFunding,,23500000
1878,cumulativeFunding,2014,9750000
1878,cumulativeFunding,2015,9750000
1878,cumulativeFunding,2016,41750000
1878,cumulativeFunding,2017,41750000
1878,cumulativeFunding,2018,41750000
1878,cumulativeFunding,2019,73450000
1878,cumulativeFunding,2020,73450000
1878,cumulativeFunding,2021,73450000
1878,cumulativeFunding,2022,281450000
1878,cumulativeFunding,2023,281450000
1878,cumulativeFunding,2024,421450000
1878,cumulativeFunding,2025,421450000
1878,cumulativeFunding,,421450000
1880,cumulativeFunding,2017,1100000
1880,cumulativeFunding,2018,1100000
1880,cumulativeFunding,2019,1157000
1880,cumulativeFunding,2020,5377000
1880,cumulativeFunding,2021,5377000
1880,cumulativeFunding,2022,5377000
1880,cumulativeFunding,2023,5377000
1880,cumulativeFunding,2024,13477000
1880,cumulativeFunding,2025,13477000
1880,cumulativeFunding,,13477000
1882,cumulativeFunding,2018,
1882,cumulativeFunding,2019,
1882,cumulativeFunding,2020,
1882,cumulativeFunding,2021,12000000
1882,cumulativeFunding,2022,16700000
1882,cumulativeFunding,2023,19100000
1882,cumulativeFunding,2024,22000000
1882,cumulativeFunding,2025,22000000
1882,cumulativeFunding,,22000000
1883,cumulativeFunding,2020,250000
1883,cumulativeFunding,2021,250000
1883,cumulativeFunding,2022,250000
1883,cumulativeFunding,2023,250000
1883,cumulativeFunding,2024,250000
1883,cumulativeFunding,2025,250000
1883,cumulativeFunding,,250000
1885,cumulativeFunding,2016,3000000
1885,cumulativeFunding,2017,5920000
1885,cumulativeFunding,2018,5920000
1885,cumulativeFunding,2019,31920000
1885,cumulativeFunding,2020,31920000
1885,cumulativeFunding,2021,161920000
1885,cumulativeFunding,2022,161920000
1885,cumulativeFunding,2023,161920000
1885,cumulativeFunding,2024,161920000
1885,cumulativeFunding,2025,161920000
1885,cumulativeFunding,,161920000
1886,cumulativeFunding,2021,
1886,cumulativeFunding,2022,
