company_id,row_type,investor_id,investor_name,investor_position
1,company_investor,1,Roy  Saadon,Co-founder & CEO
1,company_investor,2,Steve  Fazio,Co-founder & COO
1,company_investor,3,Rami  Kachlon,General Manager
2,company_investor,4,Yuval Rachmilevitz,CEO
3,company_investor,5,Nevo Zory,CEO
2,company_investor,6,Gil Solovey,VP Global Operations
2,company_investor,7,Itay Dromi,VP Human Resources
2,company_investor,8,Oren Drori,VP Product and Customer Success
2,company_investor,9,Nir Oppenheim,VP Research and Development
2,company_investor,10,Yuval Sovinsky,VP Sales & Marketing
3,company_investor,11,Shuki  Azoulay,COO
3,company_investor,12,Roy  Richard,VP Operations
3,company_investor,13,Moshe Benyamini,R&D Manager
4,company_investor,14,Ronen  Angel,Founder & CTO
5,company_investor,15,Sharel Omer,Co-founder & CEO
6,company_investor,16,Roei Mizrahi,Founder
7,company_investor,17,Nir Cohen,Founder
8,company_investor,18,Yaniv Gadish,CEO
9,company_investor,19,Orit  Nadav,Co-Founder
10,company_investor,20,Ilan Dorot,Founder & CEO
11,company_investor,21,Israel Vaserlauf,CEO
12,company_investor,22,Yonatan Henn,CEO
5,company_investor,23,Itamar Rogel,Co-founder & Co-CEO
5,company_investor,24,Ran Margaliot,Co-founder (No longer with the company)
5,company_investor,25,Dana Hermon,COO
7,company_investor,26,Anton Mali,Head of R&D
8,company_investor,27,Marc  Steinberg,Marketing Manager
9,company_investor,28,Meir  Redlich,Co-founder (No longer with the company)
12,company_investor,29,Amir   Fein,Quality Director
13,company_investor,30,Ariel Katz,Founder and CEO
14,company_investor,31,Moshe Barel,Co-founder & CEO
15,company_investor,32,Benny  Levy,CEO
16,company_investor,33,Lior Teitelbaum,CBO at FutuRx
13,company_investor,34,Roni Zidon,VP Business Development
13,company_investor,35,Sivan Luder,VP R&D
14,company_investor,36,Aaron Freimerman,CMO
14,company_investor,37,Shai Revzen,CSO
14,company_investor,38,Benny Shani,CTO
15,company_investor,39,Jacob Kaplan, VP Sales & Marketing
15,company_investor,40,Shemi Prazot,VP Technology (R&D)
17,company_investor,41,Michael  Klahr,CEO & Board Member
18,company_investor,42,Ronit Itach,Marketing & Sales Manager
18,company_investor,43,Amiram Bresler,Owner
19,company_investor,44,Daniel Levy, Co-founder & Principal Scientist
19,company_investor,45,Daniel Gross,Co-founder
19,company_investor,46,Ilya Sutskever,Co-founder & Chief Scientist 
21,company_investor,47,Lidor Zabari,Founder & CEO
21,company_investor,48,Aviram Amit,Co-Founder & BizDev
22,company_investor,49,Doron Herman,CEO & Founder
23,company_investor,50,Zemer Blondheim,Co-founder & CEO
23,company_investor,51,Yair Nativ,Co-founder
24,company_investor,52,Haim Rabinowitch,Founder & CTO
25,company_investor,53,Shachar  Schalka,Co-founder & CEO
25,company_investor,54,Uri Shahak,Founder
25,company_investor,55,Keren  Somekh Marom,Co-founder & COO
25,company_investor,56,Eti Chalak,Head of HR & Operations
26,company_investor,57,Yossi Joe Levi,Co-Founder & CEO
27,company_investor,58,Nir Bengal,Founder & CEO
28,company_investor,59,Allen  Baharaff,President & CEO
29,company_investor,60,John Roujinsky,Founder & President
30,company_investor,61,Yuval Atad,Co-founder & CEO
26,company_investor,62,Jacob Levin,Co-founder (No longer with the company)
27,company_investor,63,Oren Elzam,CTO
27,company_investor,64,Ram Stein,Head of Marketing
28,company_investor,65,Guy  Nehemya,COO
28,company_investor,66,Yohai  Stenzler,Chief Accounting Officer
28,company_investor,67,Tali Gorfine,Chief Medical Officer
28,company_investor,68,Liat Hayardeny ,Chief Scientific Officer 
28,company_investor,69,Joseph Kaspi,Senior CMC Director
29,company_investor,70,Danny Baltuch,VP BD
31,company_investor,71,Eyal Lasker,Co-founder & CEO
32,company_investor,72,Joshua Ulmer,Founder & CEO
35,company_investor,73,Simon Chulsky,Founder & Board Member
36,company_investor,74,Aviv Ov,Founder
38,company_investor,75,michal gonen,Co-founder
33,company_investor,76,Noam Schwartz,Co-founder & CEO
33,company_investor,77,Alon Porat,Co-founder & CPO
33,company_investor,78,Iftach Orr,Co-founder & CTO
33,company_investor,79,Eyal Dykan,Co-founder & President
33,company_investor,80,Nitzan  Tamari,CMO & Chief Strategy Officer
33,company_investor,81,Itai  Brezis,EVP Corporate Development and Strategy
34,company_investor,82,Craig  Costigan,CEO
35,company_investor,83,Guy Bavly,Co-founder & CEO
35,company_investor,84,Assaf Litai,Co-founder & CTO
37,company_investor,85,Tuvia Barlev,"Co-Founder, Chairman & CEO"
38,company_investor,86,Alina Colton,Co-founder
34,company_investor,87,Achi Hackmon,Head of AI & Analytics
37,company_investor,88,Yaron Altit,EVP International Sales
37,company_investor,89,Sean Renn,Global VP Marketing & Communications
37,company_investor,90,Hemi Kabir,VP Operations
37,company_investor,91,Carmel Lewis,Head of HR
39,company_investor,92,Adi  Cohen,General Manager
39,company_investor,93,Anat Elbaz,HR Manager
40,company_investor,94,Phil Serlin,CEO
40,company_investor,95,Mali Zeevi,CFO
40,company_investor,96,Tami Rachmilewitz,CMO
41,company_investor,97,Nimrod Israely,Founder & CEO
41,company_investor,98,Jeffrey ,CFO
41,company_investor,99,Juan Ferrari,COO
41,company_investor,100,Michal Shani,Head of Administartion
42,company_investor,101,Roni Bornstein,President
43,company_investor,102,Ishay Attar,"Founder, Chairman & CEO"
44,company_investor,103,Eric Tammam,Co-founder & CEO
45,company_investor,104,Elad Shaltiel,CEO
45,company_investor,105,Gabi Lang,Advisor
46,company_investor,106,Amir  Barzilay,Chairman
47,company_investor,107,Dori Ivzori,CEO
48,company_investor,108,ilan samish,Founder & CEO
50,company_investor,109,Zac Gazit,CEO & Managing Director
51,company_investor,110,Shira Doron,Co-founder & CEO
42,company_investor,111,Moti  Rebhun ,CTO & COO
43,company_investor,112,Keren Sinik,COO
43,company_investor,113,Ofir Artzi,Chief Medical Officer
43,company_investor,114,Ruth  Friedel,Business Development Manager
44,company_investor,115,John Meister,Co-founder & Director
44,company_investor,116,Ehud Fishler,Co-founder (No longer with the company)
45,company_investor,117,Shaul Waller ,DB and data analysis expert
45,company_investor,118,Oren  Segal ,Legal and Biz Dev
45,company_investor,119,Gil Shkuri,SW design manager 
46,company_investor,120,Prof. Eyal  Shimoni,Advisory board
46,company_investor,121,Doron Di Castro,Advisory board
46,company_investor,122,Yossi Peled,Board member
46,company_investor,123,Ziv Zwighaft,Co-founder & CEO
46,company_investor,124,Dr. Avraham Laban,CTO
47,company_investor,125,Alex Mitsel,COO
47,company_investor,126,Ruben Schtekelmacher,CTO
47,company_investor,127,Nir Lang,VP APAC
47,company_investor,128,Keidar Grossman,VP EMEA
47,company_investor,129,Neta Shlain,VP HR
48,company_investor,130,Moshe Hukaylo,CFO
48,company_investor,131,Wouter Claerhout,CMO
48,company_investor,132,Yigal  Gezundhait,CPO
48,company_investor,133,Charles Gast,VP Business Development
48,company_investor,134,Shmuel Marko,VP Food Technology
49,company_investor,135,David Robins,Founder & CEO
50,company_investor,136,Simon Brown,Head of Global Sales
50,company_investor,137,Yuval Chen,Cheif Agronomist
52,company_investor,138,Meir Moalem,Co-founder & COO
53,company_investor,139,Asaf Lewin,Co-founder & CEO
53,company_investor,140,Amir Notea,Co-founder & CTO (no longer with the company)
54,company_investor,141,Mark N. Goldfarb,Co-Founder & CEO
54,company_investor,142,Daniel  Greenspan,Co-founder
55,company_investor,143,Daniel Weinberger,CTO
56,company_investor,144,John Hyams,Former Co-founder & CEO
57,company_investor,145,Yuval Perelman,Co-founder & CEO
58,company_investor,146,Roei Friedberg,CEO North America
52,company_investor,147, Meidad Pariente,Co-founder & CTO
52,company_investor,148,Maya Glickman,Co-founder & VP Space Operation
52,company_investor,149,Eran Amosy,CFO
52,company_investor,150,Itzik  Baron,VP Product Management
54,company_investor,151,Klony  Lieberman,"Co-founder, CTO"
58,company_investor,152,Aviad Shnaiderman,Co-founder & CEO
58,company_investor,153,Eldar Shnaiderman,Co-founder & CTO
59,company_investor,154,Yair Schindel,Chairman
59,company_investor,155,Guy Neev,Co-Founder & CEO
60,company_investor,156,Ohad  Elhelo,Co-founder & CEO
59,company_investor,157,Marius Nacht,Co-Founder
59,company_investor,158,Irit Carmel-Levy,CSO
59,company_investor,159,Ido  Bachelet,CTO
60,company_investor,160,Ori Cohen,Co-founder & CPO
61,company_investor,161,Saar Yoskovitz,Co-Founder & CEO
62,company_investor,162,Ben Enosh,Co-founder & Chairman
63,company_investor,163,Amos Yahav,Chairman & CEO
64,company_investor,164,Or Lustig,Co-Founder & CEO
65,company_investor,165,Ron  Atzmon,Active Chairman
61,company_investor,166,Gal Shaul,Co-founder & CTO
61,company_investor,167,Issana  Raudnitz,CFO
61,company_investor,168,Keren Rubin,Chief People Officer
61,company_investor,169,Michal Rutzky,VP Marketing 
61,company_investor,170,Lior Leiba,VP R&D
62,company_investor,171,Gal  Klein,Co-founder & CEO
62,company_investor,172,Yoni  Silberberg,Co-Founder & VP Business Development
63,company_investor,173,Ofir  Yahav,General Manager
64,company_investor,174,Sigal Lustig,Co-founder & CSO
65,company_investor,175,Dan Yerushalmi,CEO
65,company_investor,176,Amazia  Keidar ,CMO
65,company_investor,177,Ofer Friedman,Chief Business Development Officer
65,company_investor,178,Shirly  Gafni,HR Manager
66,company_investor,179,Julian Levy,CEO
67,company_investor,180,"Sigalit Carmel, MD, PhD",Founder & CEO
68,company_investor,181,Florian  Klinger,CTO
68,company_investor,182,Danny  Deutsch,VP BD
68,company_investor,183,Moran  Tsur-Ashkenazi,HR Manager
69,company_investor,184,Marcela  Raisman,CEO
69,company_investor,185,Amos Gershony,Founder & CEO
70,company_investor,186,Lior  Kaplan,Project Manager
71,company_investor,187,Dan Adar,"Founder, Chairmen & CTO"
72,company_investor,188,Dr. Simon Israeli- Korn,Founder
73,company_investor,189,Yifat Feffer,Co-founder & CEO
73,company_investor,190,Yigal   Harel,Co- founder & CTO
74,company_investor,191,Iftach  Seri,CEO & Board Member
75,company_investor,192,Michael Vaknin,CEO
75,company_investor,193,Lior Nissim,Co-founder CSO
75,company_investor,194,Chezy Barenholtz,CTO
76,company_investor,195,Eddie  Adonyahu,Founder & CEO
76,company_investor,196,Rina  Reznik,CTO
77,company_investor,197,Matti Tiano,Co-founder & CEO
78,company_investor,198,Erez   Peled  ,CEO
66,company_investor,199,"Amnon  Peled, Prof.",CEO/CSO and Founder
66,company_investor,200,Orly  Eizenberg,VP R&D
67,company_investor,201,Shimon (Shimi) Shteingart,VP R&D
67,company_investor,202,Hadar Amertely,R&D Director
67,company_investor,203,Elza Snir,Chemisty Project Manager
67,company_investor,204,Omri Alfassy,"R&D Engineer, Manager"
67,company_investor,205,Sandrine Benhamron,"Senior Scientist, Immunology"
71,company_investor,206,Yoav  Dvir Dahbash ,Director
74,company_investor,207,Sarah  Isaacs,"VP Quality, Regulatory & Compliance"
74,company_investor,208,Benzion  Dolitzky,VP R&D
74,company_investor,209,Amit  Kalimi ,Head of Operations
77,company_investor,210,Uzi Yehezkel,CTO
77,company_investor,211,Abi Solomon,VP Marketing
77,company_investor,212,Inbal Luz,Head of Product
78,company_investor,213,Arnon Arbel,COO
78,company_investor,214,Itzik  Engel,CTO & VP R&D 
78,company_investor,215,Yitzhak Yoselis,VP Marketing
78,company_investor,216,Arik  Kochanovski,VP Operations
78,company_investor,217,Amit   Brandes  ,VP of Business Development & Programs
79,company_investor,218,Gennady Simanovsky,Founder & CEO
80,company_investor,219,Ulrich Muehlner,"Co-founder, CEO & Chairman of the Board"
80,company_investor,220,Dr. Yves Nordmann,Co-founder & CMO
80,company_investor,221,Eitan Arat,CTO
80,company_investor,222,Robert Schrier,Head of Product Management
80,company_investor,223,Rebecca  Szeinwald,Product Manager & Product Marketing
81,company_investor,224,Rami Yermiya,Founder
82,company_investor,225,Kira Radinsky,CEO & CTO
83,company_investor,226,Eugene Dicker,Co-founder & Board Member
84,company_investor,227,Yan Zagatsky,Co-founder & CEO
85,company_investor,228,Kobi  Masri,Co-founder & CEO
86,company_investor,229,Dr. Ofer Alon,Founder
87,company_investor,230,Yuri Belov,Development Manager
88,company_investor,231,Gil Rosenfeld,CEO and Chairman
88,company_investor,232,Boaz  Eyni,CFO
88,company_investor,233,Ilana Karvonen,VP Marketing
89,company_investor,234,Esther Aaron,Co-Founder & CEO
90,company_investor,235,Yaron Shapira,Co-founder & CEO
91,company_investor,236,Aviv Shaal,Co-founder
79,company_investor,237,Michael Farber,CTO
82,company_investor,238,Jonathan Amir,Co-founder & President
82,company_investor,239,Amit  Goldshmidt,VP R&D
83,company_investor,240,Ran Ken-Tor,CEO
83,company_investor,241,Gennadi Schechtmann,Co-founder & Business Development Manager
83,company_investor,242,Prof. Arieh Ingber,Co-founder & Dermatology Scientific Advisor
83,company_investor,243,Dr. Guy Steuer,Co-founder (No longer with the company)
83,company_investor,244,Ouriel Barzilay,CTO
84,company_investor,245,Katya  Rozenoer ,Co-founder & COO
84,company_investor,246,Michael Parshin,Co-founder & CTO
84,company_investor,247,Eduard Kontorovich,Co-founder & VP Algorithms
85,company_investor,248,Raphael  Ouzan,Co-founder & CEO
89,company_investor,249,Ron AARON,Founder & CTO
90,company_investor,250,Roei Yellin,Co-founder & CRO
90,company_investor,251,Assaf Dagan,Co-founder & CTO
91,company_investor,252,Ela Shlomkovitz,Co-founder
92,company_investor,253,Avner Kochavi,Founder & CEO
93,company_investor,254,Nir Marom,Co-founder & CEO
93,company_investor,255,Yossi Paltiel,Co-founder
93,company_investor,256,Ron  Naaman,Co-founder
94,company_investor,257,Maya Ber Lerner,Co-founder & CEO
94,company_investor,258,Roee Ber,Co-founder
94,company_investor,259,Assaf Ziv,Co-founder & CTO
93,company_investor,260,Uri WEinheber,Co-founder
95,company_investor,261,Ehud  Levy,Co-founder & Chairman
96,company_investor,262,Adi Mor,"Co-founder, CEO & CSO"
97,company_investor,263,Ariel Molad,CEO
98,company_investor,264,Zack Dvey-Aharon,Founder & CEO
99,company_investor,265,Raz Geva,Co- founder & CEO
99,company_investor,266,Shai Rier,Co-founder
99,company_investor,267,Aharon Agronov,Co-founder & CTO
100,company_investor,268,Michael Kaz,CEO
101,company_investor,269,Aviel Erdis,Co-founder & CEO
101,company_investor,270,Israel Rosilio,Co-founder & CTO
102,company_investor,271,lidor madmoni,CEO
102,company_investor,272,Assaf  Shafir,Co-Founder and VP R&D
103,company_investor,273,Tomer Guriel,Co-founder & CEO
104,company_investor,274,Or Landwer,CEO
104,company_investor,275,Eilam Sagi,Co-founder (No longer with the company)
104,company_investor,276,Boaz Yariv,CDO
104,company_investor,277,Mark  Shovman ,VP R&D
104,company_investor,278,Anna  Morozov,Head of Data Science
95,company_investor,279,Guy  Tytunovich,Co-founder & CEO 
95,company_investor,280,Asaf  Botovsky,Co-founder & CTO
95,company_investor,281,Omri Tamir,COO
95,company_investor,282,Assaf Dar,CPO
95,company_investor,283,Daniel Avital,Chief Strategy Officer 
96,company_investor,284,Matthew  Frankel,CMO & VP Clinical Development
98,company_investor,285,Danny Margalit,Founder & COO
98,company_investor,286,Amit Wohl,VP Product & Marketing
98,company_investor,287,Gal Jacob Cohen,Acting Medical Director
98,company_investor,288,Nathan Lipson,Marketing Manager
103,company_investor,289,Yaron Shoshani,CTO
103,company_investor,290,Anat Mann,Marketing Director
105,company_investor,291,Eyal Peso,Co-founder & CEO
106,company_investor,292,Efraim Rennert,CEO
106,company_investor,293,Eldad Peled,COO
107,company_investor,294,Udi Hirsh,Founder & CEO
108,company_investor,295,Eli Ariel,Founder & CEO
109,company_investor,296,Amitay   Cohen  ,Founder
105,company_investor,297,Adrian Loffer,Co-Founder & CTO
105,company_investor,298,Meir Peleg,CFO
105,company_investor,299,Brittany Kleiman Swisa,EVP of Marketing 
105,company_investor,300,Hadas Talmi Mahler,VP HR
105,company_investor,301,Dan  Schechter,VP Sales
108,company_investor,302,Eldad Wasserman, Business Development Southeast Asia
108,company_investor,303, Nir Ariel   ,BD Manager
110,company_investor,304,Eyal  Regev,Co-founder & CEO
110,company_investor,305,Ran  Kleiner,Co-Founder & Chief Business Ofcer
110,company_investor,306,Ben  Raviv  ,COO
110,company_investor,307,Eli  Israeli  ,CTO
111,company_investor,308,Keren Chavkin Lior,Co-founder & CEO
111,company_investor,309,Tamir Fridman,CTO
112,company_investor,310,Yehuda Lasri ,Co-founder & CEO
112,company_investor,311,Alon Vodovoz,Co-founder & VP R&D
112,company_investor,312,Dvir Amsalem,COO
112,company_investor,313,Judith Roizman,Head of Marketing and Training
113,company_investor,314,Matan Getz,Co-founder & CEO
113,company_investor,315,Adir Gross,Co-founder & CTO
113,company_investor,316,Eli Lutsky,VP R&D
114,company_investor,317,"Doron Klepach, Ph.D.",Founder  & CEO
114,company_investor,318,Ilya Beletsky,Chief Scientist 
115,company_investor,319,Ze'ev Harel,Co-founder & CEO
116,company_investor,320,Jonathan  Ringo,CEO
117,company_investor,321,Elan Ziv,"Founder, CEO & Medical Director"
117,company_investor,322,Meital Vaknin,VP Operations
115,company_investor,323,Dr. Aharon Bar-David,Co-Founder & Chief physicist
115,company_investor,324,Avigail Keller,Co-founder
115,company_investor,325,Zeev  Burshtein,Co-founder
117,company_investor,326,Zohar Tyroler,VP R&D
118,company_investor,327,Eyal Elyashiv,Founder & CEO
118,company_investor,328,Aviv Yehezkel,Co-founder & CTO
119,company_investor,329,Amir Asor,Co-founder
119,company_investor,330,Danny Eizicovits,Co-founder & CTO
120,company_investor,331,Ori Greenberg,Co-founder & CEO
121,company_investor,332,Erez Tobias,Founder & CEO
122,company_investor,333,Udi Cottan,CEO
122,company_investor,334,Kiryl Matsiuk,VP Global Operations
122,company_investor,335,Omer Grundman,VP R&D
122,company_investor,336,Liat Shemesh,Head of Marketing
122,company_investor,337,Danit Shahaf,Human Resources Manager
122,company_investor,338,Talia Ronen,Human Resources Manager
123,company_investor,339,Efrat  Ramati,CEO
124,company_investor,340,Lior Hessel,Founder & CEO
124,company_investor,341,Ohad Hessel,COO
124,company_investor,342,Yuri Belilovsky,CTO
125,company_investor,343,Barak  Palatchi,CEO
125,company_investor,344,Eyal Morag,CMO
125,company_investor,345,Guy  Schmidt,Global Head of Business Development
125,company_investor,346,Orit  Schwartz,Global Head of Technical Operations
126,company_investor,347,Eran Ovadia,CEO
126,company_investor,348,Ilana Cohen,VP R&D
127,company_investor,349,Beatrice Chemla,CEO
127,company_investor,350,Daphne Seroussi,CFO
127,company_investor,351,Nadia Prisant,Chief Medical Officer
128,company_investor,352,Aviel Blumenfeld,Co-founder & CEO
128,company_investor,353,Yitzi  Pfeffer,Co-founder & CTO
128,company_investor,354, Jonathan  Balcombe,CMO
129,company_investor,355,Eitan  Zait,CEO
129,company_investor,356,Ben Zion  Dabull,VP Marketing & Business Development
130,company_investor,357,Ayalon   Adi,Vice President
130,company_investor,358,Liora   Makmel,Marketing Development & Sales Manager
131,company_investor,359,Eran Ofir,CEO
120,company_investor,360,Dani Avitz,Co-founder (No longer with the company)
123,company_investor,361,Yale  Dvory,CTO & Operations Manager
131,company_investor,362,Danny Klein,CFO
131,company_investor,363,Ilan Shaviv,CTO
131,company_investor,364,Lior Margalit,VP R&D
131,company_investor,365,Karin Aviv,HR Director
131,company_investor,366,Ruth Bridger,Marketing Director
132,company_investor,367,Eli  Margalit,Owner and CEO
132,company_investor,368,Uri  Eisenstein,Operations Manager
133,company_investor,369,"Houman David Hemmati MD, PhD",Co-Founder & Chief Scientific Officer 
134,company_investor,370,Boris Kezikov,Co-founder & CEO
134,company_investor,371,Anton Shpakovskiy,CMO
134,company_investor,372,Oleg Beskov,CPO
134,company_investor,373,Mikhail Kraev,CTO
134,company_investor,374,Oleg Luzenin,Head of App
134,company_investor,375,Anastasia Zaginaiko,Head of design
135,company_investor,376,Liri Halperin,Co-founder & CEO
135,company_investor,377,Enon  Landenberg,Co-founder & Chief of Stuff
135,company_investor,378,Liat Gultz,VP Business Development
136,company_investor,379,Yair Benyamini,Co-founder & CEO
136,company_investor,380,Boaz Leviatan,Co-founder & CFO
136,company_investor,381,Erez  Dricker,Co-founder & CTO
136,company_investor,382,Tim Mironov,Co-founder & Chief Data Scientist
137,company_investor,383,Moti Nahmias,Co-founder & CEO
138,company_investor,384,Dany Reiss,CEO
138,company_investor,385,Gaddi Blumrosen,Chief Scientist
138,company_investor,386,Inbal Sikorin,Chief nurse
138,company_investor,387,Alon Schwartz,Chief product officer
138,company_investor,388,Or Golan,Head of Product
139,company_investor,389,Eldad Granot,Co-founder & CEO
139,company_investor,390,Raviv Yatom,Co-founder & CTO
140,company_investor,391,Yossi Ben,Founder & CEO
141,company_investor,392,Yehuda Segev,Co-Founder & CEO
137,company_investor,393,Roy Lerner,Co-founder & CTO
140,company_investor,394,Yigal Blum,CTO
140,company_investor,395,Eden  Ben,VP Business Development
142,company_investor,396,Zvi  Reznik,Co-Founder & CTO
141,company_investor,397,Hanita  Segev,Co-Founder
143,company_investor,398, Yoram Rubin,Business Development Director
143,company_investor,399,Israel    Peretz   ,Business Development Manager
143,company_investor,400,Yogev Peretz,
144,company_investor,401, Amit  Manor,CEO
142,company_investor,402,Uri  Kanonich ,VP Marketing
142,company_investor,403,Efrat  Birav,Director of HR
144,company_investor,404,Meital Mor,CMO
145,company_investor,405,Yotam Dagan,Founder & CEO
146,company_investor,406,Gadi Leibovitz,President & CEO
146,company_investor,407,Hanan Marom,"VP Business Development, Marketing & Sales"
146,company_investor,408,Doron  Karpel,VP Projects & R&D
146,company_investor,409,Michal  Lerner,Marketing Communications
147,company_investor,410,Yaniv Dorani,COO
148,company_investor,411,Peleg Harosh,Founder & CEO
148,company_investor,412,Orr weisman ,CTO
148,company_investor,413,Shany  Peled,Chief Scientific Officer 
149,company_investor,414,Jareer Khalilieh,Founder & CEO
147,company_investor,415,Oleg  Kiperman,CTO
147,company_investor,416,Dov (Dubi)  Sella,"SVP, GM"
147,company_investor,417,Gil Schwartz,VP Marketing & BD
147,company_investor,418,Ronit Bar,VP People 
150,company_investor,419,Yossi Neiman,Co-founder & CEO
151,company_investor,420,Shalev Hulio,Co-founder & CEO
151,company_investor,421,Gil Dolev,Co-founder & CTO
152,company_investor,422,Nimo (Nimrod) Shkedy,Co-founder & CEO
153,company_investor,423,Idan Plotnik,Co-founder
153,company_investor,424,Yonatan Eldar,Co-founder and VP R&D
153,company_investor,425,Moti  Gindi,CPO
153,company_investor,426,Vicky Fornis,Business Operations Manager
154,company_investor,427,Oded Rozenberg,CEO
154,company_investor,428,Eran Maimon,Co-Founder & CTO
154,company_investor,429,Ido Hadar,Co-founder
154,company_investor,430,Elad Sharabi,Chief Business Officer
154,company_investor,431,Ramon Albalak,VP R&D
155,company_investor,432,Yizhar Floman,Founder
155,company_investor,433,Uri Arnin,Founder & CTO
155,company_investor,434,Daphna  Zaaroor Regev,Global Scientific and Clinical Affairs Director
155,company_investor,435,Adi  Toister,General Manager & CFO
156,company_investor,436,Matan Derman,Co-founder & CEO
156,company_investor,437,Tomer Avni,Co-founder & CPO
157,company_investor,438,Moti Cohen,Founder & CEO
158,company_investor,439,Jonas Hellgren,CEO
150,company_investor,440,Shiran Tasa,Co-founder & Art Director
151,company_investor,441,Orit Azarzar,VP HR
152,company_investor,442,Gilad Beeri,Co-founder & CTO
154,company_investor,443,Michal Dagan,CHRO
157,company_investor,444,Daniel Zadok,Co-founder & COO (no longer with the company)
158,company_investor,445,Daniel Berger,Founder
158,company_investor,446,Jon  Peterson,Chief Product Officer
158,company_investor,447,Peter Bondrop,Business Development
159,company_investor,448,Gabi Yankovitz,CEO of Arad Group
160,company_investor,449,Rafi Sela,Founder
160,company_investor,450,Abraham Tenne,CTO
161,company_investor,451,Moshe Bitan,Co-founder & CEO
161,company_investor,452,Erez  Tal,Co-founder
161,company_investor,453,Lior  Kirsch,Co-founder & CTO
162,company_investor,454,Nissim Chen,Founder & Board Member
163,company_investor,455,Guy Sagie,CEO
163,company_investor,456,Gila Linton,HR Manager
163,company_investor,457,Amir Ofri,V.P. Global Operations & Dorot site Manager
164,company_investor,458,Eyal  Barel,General Manager
159,company_investor,459,Ziv Hilleli,CEO of Arad LTD.
159,company_investor,460,Rotem Gazit,CEO of Arad Technologies
159,company_investor,461,Hagay Gershoni,VP Customer Service
159,company_investor,462,Ziv Nahari,VP Products
159,company_investor,463,Adi Ilan,VP Project & Brazil Sales Manager
162,company_investor,464,Limor  Ziv-Strasser,CTO
165,company_investor,465,Danel Mayer,Founder & CEO
165,company_investor,466,Alon May,Co-founder & CTO
165,company_investor,467,Yaara Yakov,Manufacturing Engineer
166,company_investor,468,Ronit Harpaz,Co-founder & CEO
167,company_investor,469,Kevin Mayberry,CEO
166,company_investor,470,Dr. Ron Karmeli,Co-founder & CMO 
166,company_investor,471,Eyal  Teichman,Co-founder & CTO
166,company_investor,472,Lior Trieman,R&D Project Manager
167,company_investor,473,Alon Shalev,Founder
167,company_investor,474,Rafi Benary,Co-Founder
167,company_investor,475,Ami  Katz,VP Operations & Engineering
167,company_investor,476,Asher Zilberstein,VP QA/RA
167,company_investor,477,Pieter  Buyl,Vice President Sales & Marketing
168,company_investor,478,Guy Shtaigman,CEO
168,company_investor,479,Benjy copeland,
169,company_investor,480,Eyal S. Ron,Board member
169,company_investor,481,Hadas  Ziso,Co-founder & CEO
169,company_investor,482,Moshe Shoham,Co-Founder
169,company_investor,483,Shiran  Golan,VP of R&D
169,company_investor,484,Sharon  Kaplan,Biz Dev consultant
169,company_investor,485,Nadav Cohen,Clinical Leader
170,company_investor,486,Amir Zaid,Founder & CEO
171,company_investor,487,Ahuva  Fainmesser,CEO
171,company_investor,488,Daniel Redel,COO
171,company_investor,489,Dan Frank,CRO
172,company_investor,490,Zohar Beeri,CEO
173,company_investor,491,Lior  Pick ,Co-founder & CEO
173,company_investor,492,Sasha Weizman,Co-Founder & Senior Software Architect
173,company_investor,493,Adar Yiron,Co-founder & COO
173,company_investor,494,Alex  Weizman ,Co-founder & Senior Software Architect
173,company_investor,495,Yossi David,VP Operations
173,company_investor,496,Ari Diamond,VP Sales
174,company_investor,497,Gary Drutin,CEO & Director
174,company_investor,498,Itzik Wulkan,Co-founder & President
174,company_investor,499,Kfir Yefet,VP Operations
174,company_investor,500,Aviv Ronai,"Vice President, Marketing and Product"
175,company_investor,501,Ran Yam,CEO
176,company_investor,502,Isaac Kobrin,Executive Chairman of the Board of Directors
177,company_investor,503,Dan Atlas,Founder & CEO
178,company_investor,504,Shmulik  Aviv,Co-founder & CEO
178,company_investor,505,Eyal Caputa,Co-founder & CTO
179,company_investor,506,Marat Lerner,Co-Founder
180,company_investor,507,Omer Gohary,Co-founder & CEO
181,company_investor,508,Nir  Shimoni  ,Co-founder & CEO
182,company_investor,509,Tomer Sagi,CEO & Co-Founder
183,company_investor,510,Alon  Talmor,Founder & CEO
183,company_investor,511,Dafna Levran,COO
183,company_investor,512,Eyal  Madar,VP R&D 
184,company_investor,513,David  Harel  ,CEO
184,company_investor,514,Yaniv  Malchi,Co- founder
184,company_investor,515,Tomer  Malchi  ,Co-founder & CTO
184,company_investor,516,Lior  Dvorachek,Director of Sales & Marketing
175,company_investor,517,Danny Oz,Founder & CTO
175,company_investor,518,Oren Yehezkel,CSO
175,company_investor,519,Danny Atar,VP Operation
175,company_investor,520,Tal Samet,VP R&D
175,company_investor,521,Liron  Rosenbaum,VP Strategy
176,company_investor,522,"Eliahu Kaplan, M.D.",Founder & CEO
176,company_investor,523,Michal Silverberg,Head Of Clinical Operations
176,company_investor,524,Maurizio  Rainisio,Head of Biometry
176,company_investor,525,"Liat  Hochman, M.Sc.",Head of Operations
179,company_investor,526,Valery Diamant,Co-Founder
179,company_investor,527,Gideon Meiry,Co-Founder
180,company_investor,528,Or Litman,Co-founder & VP Product
181,company_investor,529,Vadim  Shmukler,Co-founder
185,company_investor,530,Mia Urman,Founder & CEO
